k,model,precision,recall,f1,infer_time_s
1,flan-t5,0.25,0.07797270955165692,0.11887072804696541,461.2768681049347
5,flan-t5,0.27358490566037735,0.11306042884990253,0.15999999995861838,465.11006689071655
10,flan-t5,0.24867724867724866,0.18323586744639375,0.21099887761669217,511.44024085998535
20,flan-t5,0.0,0.0,0.0,660.8330166339874
1,gpt-4o,0.3876651982378855,0.5146198830409356,0.44221105522737175,554.0089631080627
5,gpt-4o,0.4184704184704185,0.5653021442495126,0.48092868983502757,687.910808801651
10,gpt-4o,0.4797297297297297,0.5536062378167641,0.5140271492715226,852.1755628585815
20,gpt-4o,0.4789915966386555,0.5555555555555556,0.5144404331632701,1256.0833711624146
